RowId,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,Hour,DayOfWeek,Month,CLOUD_algumas nuvens,CLOUD_c̩u claro,CLOUD_c̩u limpo,CLOUD_c̩u pouco nublado,CLOUD_nublado,CLOUD_nuvens dispersas,CLOUD_nuvens quebradas,CLOUD_nuvens quebrados,CLOUD_sem observa̤̣o,CLOUD_tempo nublado
1278,34.9,38.1,97.5,2.0,13.0,1023.0,71.0,5.0,0,15,4,2,False,False,False,False,False,False,False,True,False,False
1279,38.4,8.8,79.2,0.0,18.0,1020.0,88.0,4.0,0,21,3,8,False,False,False,False,False,False,False,False,True,False
1280,38.9,3.3,92.8,0.0,10.0,1024.0,81.0,1.0,0,22,4,2,False,True,False,False,False,False,False,False,False,False
1281,40.6,1.7,81.4,0.0,12.0,1016.0,93.0,3.0,0,4,6,11,False,False,False,False,False,False,False,True,False,False
1282,37.4,98.2,89.8,2.0,14.0,1012.0,54.0,8.0,0,15,5,10,True,False,False,False,False,False,False,False,False,False
1283,41.1,15.3,79.5,0.0,18.0,1021.0,93.0,1.0,0,19,2,9,False,False,False,True,False,False,False,False,False,False
1284,41.9,1.5,63.2,0.0,10.0,1020.0,93.0,0.0,0,1,5,4,False,False,True,False,False,False,False,False,False,False
1285,42.7,0.0,71.0,2.0,8.0,1022.0,93.0,1.0,0,6,5,6,False,False,False,False,False,False,False,False,True,False
1286,37.3,17.4,98.0,2.0,10.0,1027.0,93.0,3.0,0,11,3,2,False,False,False,False,False,True,False,False,False,False
1287,40.1,30.1,94.3,2.0,22.0,1018.0,33.0,6.0,0,11,5,9,False,False,False,False,False,False,False,False,True,False
1288,36.6,10.3,68.3,0.0,9.0,1021.0,100.0,1.0,0,2,3,4,False,False,False,True,False,False,False,False,False,False
1289,33.3,21.4,105.3,2.0,19.0,1029.0,35.0,4.0,0,12,6,2,False,True,False,False,False,False,False,False,False,False
1290,36.8,25.5,86.9,2.0,8.0,1027.0,81.0,2.0,0,11,2,2,False,True,False,False,False,False,False,False,False,False
1291,39.3,0.9,68.9,0.0,13.0,1015.0,93.0,9.0,0,1,2,5,False,False,False,False,False,False,False,False,True,False
1292,46.8,96.9,63.3,2.0,13.0,1017.0,82.0,3.0,0,7,1,6,False,False,False,False,False,False,False,False,True,False
1293,45.8,2.4,78.2,0.0,15.0,1020.0,100.0,2.0,0,0,1,9,False,False,False,False,False,False,True,False,False,False
1294,32.0,5.7,84.3,0.0,19.0,1014.0,93.0,1.0,0,0,4,7,False,False,False,False,False,False,False,False,True,False
1295,33.1,41.5,91.0,2.0,23.0,1015.0,77.0,4.0,0,14,3,7,False,False,False,False,False,True,False,False,False,False
1296,38.0,6.6,76.2,0.0,12.0,1030.0,93.0,1.0,0,4,4,12,False,False,False,False,False,False,False,True,False,False
1297,38.4,94.0,91.5,2.0,22.0,1015.0,77.0,4.0,0,15,6,7,False,False,False,True,False,False,False,False,False,False
1298,42.8,55.7,82.8,2.0,29.0,1014.0,51.0,6.0,0,17,2,7,False,False,False,False,False,False,False,False,True,False
1299,48.1,0.0,74.8,0.0,9.0,1022.0,100.0,1.0,0,21,0,11,False,True,False,False,False,False,False,False,False,False
1300,38.0,15.6,89.1,0.0,8.0,1029.0,87.0,1.0,0,22,1,2,False,True,False,False,False,False,False,False,False,False
1301,40.1,0.0,68.0,0.0,14.0,1019.0,93.0,1.0,0,23,6,6,False,False,False,False,False,False,False,False,True,False
1302,41.9,49.3,74.5,2.0,14.0,1021.0,76.0,6.0,0,17,3,4,False,False,False,True,False,False,False,False,False,False
1303,43.3,18.2,86.6,2.0,19.0,1021.0,68.0,6.0,0,9,3,8,False,True,False,False,False,False,False,False,False,False
1304,45.5,1.7,84.3,0.0,13.0,1016.0,100.0,1.0,0,22,4,10,False,True,False,False,False,False,False,False,False,False
1305,46.1,0.0,79.4,0.0,12.0,1021.0,71.0,5.0,0,1,6,10,False,True,False,False,False,False,False,False,False,False
1306,44.0,0.0,85.5,0.0,15.0,1020.0,82.0,2.0,0,6,0,10,False,True,False,False,False,False,False,False,False,False
1307,35.1,8.9,83.5,2.0,20.0,1014.0,94.0,4.0,0,9,5,7,False,False,False,False,False,False,True,False,False,False
1308,47.8,2.1,71.1,0.0,10.0,985.0,97.0,0.0,0,3,0,11,False,False,False,False,False,False,False,False,False,True
1309,45.4,78.9,75.3,0.0,12.0,1014.0,82.0,5.0,0,18,4,11,False,False,False,False,False,True,False,False,False,False
1310,45.4,7.7,83.1,1.0,8.0,1018.0,93.0,3.0,0,8,6,1,True,False,False,False,False,False,False,False,False,False
1311,39.2,3.1,86.0,0.0,15.0,1014.0,87.0,1.0,0,20,4,10,True,False,False,False,False,False,False,False,False,False
1312,34.4,4.4,67.7,2.0,19.0,1018.0,93.0,4.0,0,10,5,6,False,False,False,False,False,False,True,False,False,False
1313,40.0,11.2,88.5,1.0,16.0,1021.0,100.0,1.0,0,6,5,8,False,False,False,False,False,False,False,False,True,False
1314,30.9,31.6,77.7,2.0,14.0,1021.0,77.0,3.0,0,12,1,12,False,False,False,False,False,False,False,False,True,False
1315,35.4,4.1,73.5,0.0,9.0,1013.0,81.0,1.0,0,3,4,11,False,False,False,False,False,True,False,False,False,False
1316,40.6,32.1,83.5,2.0,13.0,1018.0,87.0,1.0,0,10,1,4,False,False,False,False,False,False,True,False,False,False
1317,39.2,3.6,70.6,0.0,9.0,997.0,100.0,1.0,2,0,1,4,False,False,False,False,False,False,False,False,True,False
1318,37.9,13.1,65.3,0.0,10.0,1019.0,100.0,5.0,0,4,6,6,False,False,False,False,False,False,False,False,True,False
1319,46.2,1.6,74.0,0.0,18.0,1020.0,93.0,2.0,0,23,6,9,False,False,False,False,True,False,False,False,False,False
1320,43.0,0.0,86.9,0.0,18.0,1014.0,64.0,1.0,0,3,1,8,False,True,False,False,False,False,False,False,False,False
1321,38.4,4.8,89.5,0.0,15.0,1019.0,100.0,0.0,0,22,6,9,False,True,False,False,False,False,False,False,False,False
1322,39.8,0.0,86.9,0.0,17.0,1015.0,100.0,0.0,0,3,0,7,False,False,False,False,True,False,False,False,False,False
1323,42.3,0.0,76.0,0.0,8.0,1031.0,100.0,0.0,0,6,5,12,False,False,False,False,False,False,False,False,True,False
1324,36.0,13.3,94.9,0.0,12.0,1028.0,93.0,1.0,0,21,4,3,False,False,False,False,False,False,True,False,False,False
1325,47.8,10.2,99.4,0.0,6.0,1030.0,93.0,1.0,0,23,0,2,False,True,False,False,False,False,False,False,False,False
1326,42.9,67.0,87.9,2.0,14.0,1021.0,100.0,1.0,0,9,0,10,False,False,False,False,False,False,False,False,True,False
1327,42.8,23.4,82.0,2.0,28.0,1020.0,17.0,5.0,0,14,1,10,False,True,False,False,False,False,False,False,False,False
1328,44.4,1.8,88.3,0.0,5.0,1031.0,100.0,0.0,0,7,3,2,True,False,False,False,False,False,False,False,False,False
1329,33.1,15.9,76.9,2.0,17.0,1002.0,77.0,4.0,0,13,0,4,False,False,False,False,False,False,True,False,False,False
1330,41.7,13.3,83.1,2.0,24.0,1017.0,94.0,2.0,0,13,1,7,False,False,False,False,False,False,True,False,False,False
1331,41.6,0.0,77.3,0.0,7.0,1032.0,100.0,0.0,0,7,6,12,False,False,False,False,False,False,False,True,False,False
1332,39.5,0.0,69.8,0.0,17.0,1002.0,67.0,3.0,0,2,6,11,False,True,False,False,False,False,False,False,False,False
1333,40.1,35.7,79.6,2.0,23.0,1011.0,53.0,7.0,0,15,4,5,False,False,False,False,False,False,False,False,True,False
1334,46.3,94.5,60.2,2.0,12.0,1016.0,100.0,1.0,0,7,2,6,False,False,False,False,False,True,False,False,False,False
1335,34.9,22.6,77.7,2.0,18.0,1021.0,55.0,3.0,0,13,6,6,False,False,False,False,False,False,False,False,True,False
1336,46.9,1.2,72.4,0.0,11.0,1006.0,93.0,2.0,0,3,2,11,False,False,False,False,False,False,False,True,False,False
1337,31.8,40.9,99.6,2.0,15.0,1021.0,82.0,8.0,0,15,6,3,False,False,False,False,False,False,True,False,False,False
1338,34.7,22.5,85.4,2.0,13.0,1026.0,76.0,2.0,0,14,2,2,True,False,False,False,False,False,False,False,False,False
1339,32.2,42.8,80.6,2.0,15.0,1019.0,76.0,7.0,0,15,2,4,False,False,False,True,False,False,False,False,False,False
1340,45.6,18.9,85.7,2.0,28.0,1021.0,45.0,5.0,0,12,5,9,False,False,False,False,False,False,False,False,True,False
1341,41.8,6.9,88.6,0.0,20.0,1014.0,88.0,1.0,0,3,4,8,False,True,False,False,False,False,False,False,False,False
1342,39.6,65.0,87.8,2.0,21.0,1020.0,69.0,3.0,0,18,0,9,False,True,False,False,False,False,False,False,False,False
1343,38.8,35.1,75.9,0.0,11.0,1022.0,100.0,3.0,0,19,1,12,True,False,False,False,False,False,False,False,False,False
1344,42.5,0.0,72.3,0.0,13.0,1015.0,87.0,1.0,0,1,2,6,False,False,False,True,False,False,False,False,False,False
1345,44.3,2.1,70.1,0.0,16.0,1020.0,93.0,5.0,0,22,0,9,False,False,False,False,False,True,False,False,False,False
1346,44.7,0.0,87.8,0.0,17.0,1019.0,55.0,2.0,0,4,2,9,False,True,False,False,False,False,False,False,False,False
1347,42.7,104.0,65.7,2.0,20.0,1018.0,82.0,3.0,0,11,3,6,False,False,False,False,False,False,True,False,False,False
1348,44.8,0.0,68.2,0.0,5.0,1025.0,100.0,1.0,0,1,1,1,True,False,False,False,False,False,False,False,False,False
1349,32.7,8.4,76.9,0.0,12.0,1032.0,100.0,1.0,0,22,4,12,False,False,False,False,False,False,False,False,True,False
1350,43.8,6.5,88.5,0.0,15.0,1021.0,93.0,0.0,0,22,4,8,False,True,False,False,False,False,False,False,False,False
1351,42.3,6.3,88.8,0.0,5.0,1030.0,100.0,0.0,0,1,1,2,False,True,False,False,False,False,False,False,False,False
1352,40.0,1.9,85.4,1.0,19.0,1016.0,93.0,1.0,0,20,0,7,False,False,False,False,False,False,False,False,True,False
1353,35.6,15.1,73.6,2.0,23.0,1019.0,64.0,8.0,0,18,5,5,False,False,False,False,False,False,False,False,True,False
1354,45.6,147.7,69.4,2.0,14.0,1015.0,77.0,1.0,0,9,0,5,False,False,False,True,False,False,False,False,False,False
1355,45.7,0.0,88.3,0.0,12.0,1004.0,55.0,4.0,0,3,2,10,False,True,False,False,False,False,False,False,False,False
1356,41.7,4.1,89.8,0.0,17.0,1022.0,100.0,3.0,0,0,3,9,False,False,False,False,False,True,False,False,False,False
1357,42.8,80.5,70.8,2.0,26.0,1015.0,25.0,2.0,0,17,1,5,False,False,False,False,False,False,False,False,True,False
1358,44.4,52.2,69.7,2.0,8.0,1022.0,100.0,0.0,0,7,3,4,False,False,True,False,False,False,False,False,False,False
1359,35.6,11.6,62.8,0.0,13.0,1019.0,100.0,1.0,0,5,4,6,False,False,False,False,False,False,False,False,True,False
1360,43.4,15.9,82.2,1.0,28.0,1015.0,48.0,4.0,0,19,0,9,False,False,False,False,False,False,False,False,True,False
1361,38.4,5.2,86.7,0.0,15.0,1018.0,71.0,0.0,0,21,3,10,False,True,False,False,False,False,False,False,False,False
1362,41.0,11.2,82.6,2.0,19.0,1017.0,93.0,1.0,0,19,6,8,False,False,False,False,False,False,False,True,False,False
1363,40.0,0.0,67.8,0.0,14.0,1015.0,93.0,3.0,1,5,1,6,False,False,False,False,False,False,False,False,True,False
1364,43.4,49.0,80.2,2.0,27.0,1018.0,54.0,4.0,0,15,6,9,False,False,False,True,False,False,False,False,False,False
1365,40.0,24.3,76.4,0.0,14.0,1003.0,87.0,0.0,0,17,0,11,True,False,False,False,False,False,False,False,False,False
1366,41.1,5.0,80.2,0.0,15.0,1017.0,100.0,2.0,0,3,6,9,False,False,False,False,False,False,False,False,True,False
1367,47.3,1.8,83.2,0.0,5.0,1024.0,100.0,3.0,0,4,4,2,False,False,False,False,False,False,False,False,True,False
1368,43.3,10.6,79.1,0.0,13.0,1018.0,93.0,7.0,0,4,1,8,False,False,False,False,False,False,False,False,True,False
1369,40.8,6.9,83.7,0.0,20.0,1013.0,60.0,2.0,0,20,3,9,False,True,False,False,False,False,False,False,False,False
1370,38.6,144.3,84.8,2.0,25.0,1019.0,83.0,6.0,0,15,4,8,False,False,False,False,False,False,False,False,True,False
1371,51.6,3.2,69.7,0.0,8.0,999.0,93.0,6.0,2,2,2,4,False,False,False,False,False,False,False,False,True,False
1372,42.0,0.6,79.0,0.0,9.0,1022.0,81.0,4.0,0,0,2,11,False,True,False,False,False,False,False,False,False,False
1373,42.3,52.4,82.3,2.0,19.0,1019.0,53.0,8.0,0,9,1,9,False,True,False,False,False,False,False,False,False,False
1374,40.0,20.9,83.8,2.0,29.0,1014.0,42.0,2.0,0,13,1,8,False,True,False,False,False,False,False,False,False,False
1375,46.5,1.1,84.1,0.0,17.0,1016.0,49.0,4.0,0,5,5,10,False,True,False,False,False,False,False,False,False,False
1376,38.8,46.0,73.7,2.0,22.0,1018.0,77.0,3.0,0,16,3,6,False,False,False,True,False,False,False,False,False,False
1377,44.2,1.5,77.8,1.0,15.0,1023.0,100.0,2.0,0,7,4,11,False,False,False,False,False,False,False,False,True,False
1378,37.1,14.8,89.0,2.0,21.0,1017.0,94.0,0.0,0,12,1,7,False,False,False,False,False,False,True,False,False,False
1379,38.9,35.4,94.6,2.0,19.0,1017.0,45.0,5.0,0,10,0,10,False,True,False,False,False,False,False,False,False,False
1380,35.4,54.1,80.5,0.0,18.0,1020.0,82.0,5.0,0,22,5,5,False,False,False,False,False,False,False,False,True,False
1381,40.3,3.3,67.9,0.0,11.0,1022.0,93.0,5.0,0,1,0,6,False,False,False,False,False,False,False,False,True,False
1382,42.4,15.7,86.1,2.0,20.0,1020.0,30.0,2.0,0,13,6,10,False,True,False,False,False,False,False,False,False,False
1383,43.3,179.9,69.8,2.0,20.0,1016.0,77.0,6.0,0,18,1,5,False,False,False,False,False,False,False,False,True,False
1384,38.5,5.9,70.7,1.0,16.0,1014.0,72.0,4.0,0,20,1,6,False,False,False,True,False,False,False,False,False,False
1385,46.1,0.0,81.9,1.0,12.0,1012.0,87.0,4.0,2,7,6,10,False,False,False,False,False,False,False,False,True,False
1386,37.3,6.1,82.5,0.0,19.0,1013.0,93.0,14.0,0,22,1,7,False,False,False,False,False,False,False,False,True,False
1387,47.2,3.5,81.4,0.0,7.0,1009.0,75.0,3.0,0,1,6,10,False,True,False,False,False,False,False,False,False,False
1388,50.1,0.0,77.8,0.0,18.0,1016.0,40.0,6.0,0,6,6,9,False,False,False,False,False,False,False,False,True,False
1389,40.4,26.4,87.4,1.0,15.0,1018.0,100.0,2.0,0,18,6,9,False,False,False,False,False,False,False,False,True,False
1390,35.6,14.9,95.3,2.0,21.0,1015.0,82.0,4.0,0,9,5,7,False,False,False,False,False,False,False,False,True,False
1391,36.5,34.0,79.5,2.0,18.0,1016.0,63.0,3.0,0,16,2,11,False,True,False,False,False,False,False,False,False,False
1392,43.5,120.7,87.4,2.0,13.0,1011.0,100.0,3.0,0,8,3,10,True,False,False,False,False,False,False,False,False,False
1393,46.1,76.4,75.5,2.0,13.0,1019.0,76.0,7.0,0,8,0,11,False,False,False,False,False,False,False,True,False,False
1394,34.2,32.4,92.5,2.0,18.0,1020.0,34.0,2.0,0,12,6,10,False,True,False,False,False,False,False,False,False,False
1395,42.7,61.7,83.2,2.0,25.0,1016.0,78.0,6.0,0,17,3,7,False,False,False,False,False,False,False,False,True,False
1396,41.4,3.1,87.0,0.0,15.0,1023.0,100.0,3.0,0,6,4,11,False,False,False,False,False,False,False,False,True,False
1397,44.9,1.6,68.4,0.0,7.0,1014.0,87.0,3.0,0,6,2,4,False,False,True,False,False,False,False,False,False,False
1398,37.8,25.7,82.4,2.0,13.0,1018.0,67.0,5.0,0,16,0,2,False,False,False,False,False,True,False,False,False,False
1399,32.1,55.2,86.4,2.0,14.0,1032.0,76.0,1.0,0,13,5,12,False,True,False,False,False,False,False,False,False,False
1400,46.2,26.2,85.1,0.0,13.0,1025.0,82.0,2.0,0,19,3,2,False,True,False,False,False,False,False,False,False,False
1401,42.0,0.0,76.8,0.0,9.0,1023.0,87.0,2.0,0,23,1,12,False,True,False,False,False,False,False,False,False,False
1402,37.8,1.1,63.2,0.0,14.0,1017.0,87.0,3.0,0,3,1,6,False,False,False,False,False,True,False,False,False,False
1403,44.8,0.0,82.8,0.0,13.0,1013.0,72.0,3.0,0,23,6,10,False,False,False,False,False,True,False,False,False,False
1404,40.4,0.0,89.8,0.0,14.0,1021.0,100.0,1.0,0,6,0,9,False,True,False,False,False,False,False,False,False,False
1405,39.6,4.7,79.1,0.0,17.0,1017.0,67.0,0.0,0,20,3,10,False,True,False,False,False,False,False,False,False,False
1406,34.2,7.8,82.2,1.0,12.0,1016.0,76.0,4.0,0,19,3,4,False,False,False,False,False,False,True,False,False,False
1407,41.1,3.0,85.6,0.0,11.0,1028.0,100.0,0.0,0,5,5,3,False,False,False,False,False,False,False,False,True,False
1408,44.5,0.0,85.0,0.0,15.0,1022.0,38.0,3.0,0,3,1,10,False,True,False,False,False,False,False,False,False,False
1409,40.7,5.3,61.9,0.0,18.0,1018.0,82.0,0.0,0,1,5,6,False,False,False,False,False,False,False,False,True,False
1410,38.4,13.0,83.7,0.0,19.0,1018.0,88.0,2.0,0,19,6,9,False,True,False,False,False,False,False,False,False,False
1411,42.5,0.0,62.9,0.0,11.0,1016.0,93.0,2.0,0,1,1,5,False,False,False,True,False,False,False,False,False,False
1412,43.8,8.6,86.3,0.0,18.0,1016.0,93.0,5.0,0,3,1,8,False,False,False,False,False,False,False,False,False,True
1413,36.8,16.2,84.6,2.0,15.0,1021.0,72.0,2.0,0,10,6,6,False,False,False,True,False,False,False,False,False,False
1414,34.3,15.6,89.2,2.0,19.0,1015.0,100.0,1.0,0,19,2,7,False,False,False,False,False,False,False,False,True,False
1415,46.3,13.0,88.7,0.0,17.0,1018.0,82.0,5.0,0,21,6,8,False,False,False,False,False,False,False,False,True,False
1416,35.2,10.5,98.6,2.0,14.0,1023.0,67.0,5.0,0,14,6,2,True,False,False,False,False,False,False,False,False,False
1417,42.0,0.0,75.6,0.0,11.0,1021.0,100.0,3.0,0,4,4,11,False,False,False,False,False,False,False,False,True,False
1418,38.7,49.9,87.7,2.0,18.0,1014.0,88.0,3.0,0,11,4,9,False,False,False,False,False,False,True,False,False,False
1419,40.0,59.0,75.6,2.0,20.0,1010.0,60.0,7.0,1,18,4,5,False,False,False,False,False,False,False,False,True,False
1420,43.7,11.7,75.5,1.0,28.0,1018.0,50.0,3.0,0,19,1,9,False,False,False,False,False,False,False,False,True,False
1421,40.1,1.3,67.4,0.0,16.0,1018.0,93.0,2.0,0,23,6,5,False,False,False,False,False,False,False,False,True,False
1422,40.6,63.1,85.0,2.0,21.0,1015.0,78.0,1.0,0,18,0,7,False,False,False,False,False,False,True,False,False,False
1423,36.3,36.8,81.0,0.0,14.0,1021.0,82.0,2.0,0,23,5,6,False,False,False,False,False,False,False,False,True,False
1424,41.7,18.6,80.9,2.0,22.0,1018.0,57.0,3.0,0,14,3,8,False,True,False,False,False,False,False,False,False,False
1425,47.1,0.0,68.5,0.0,17.0,1019.0,93.0,2.0,0,22,2,8,False,False,False,False,False,False,False,False,True,False
1426,41.5,13.0,70.7,1.0,19.0,1017.0,93.0,1.0,0,20,3,7,False,False,False,False,False,True,False,False,False,False
1427,40.4,42.3,87.9,2.0,20.0,1020.0,68.0,6.0,0,15,2,8,False,True,False,False,False,False,False,False,False,False
1428,44.0,163.3,85.5,2.0,16.0,1008.0,100.0,4.0,1,8,3,10,False,False,False,False,False,False,False,False,True,False
1429,41.9,37.9,93.4,0.0,12.0,1020.0,81.0,1.0,0,19,0,3,False,False,False,False,False,True,False,False,False,False
1430,33.8,28.6,70.3,2.0,18.0,1018.0,88.0,2.0,0,11,2,5,False,False,False,True,False,False,False,False,False,False
1431,48.5,0.0,80.1,0.0,15.0,1020.0,100.0,0.0,0,23,6,9,False,False,False,False,False,False,False,False,True,False
1432,45.5,1.4,81.8,0.0,16.0,1018.0,93.0,7.0,0,4,1,9,False,False,False,False,True,False,False,False,False,False
1433,42.3,2.7,88.7,0.0,11.0,1023.0,100.0,4.0,1,3,5,2,False,False,False,False,False,False,False,False,True,False
1434,33.9,16.8,79.6,2.0,19.0,1022.0,46.0,3.0,0,10,5,5,False,False,False,False,False,False,False,False,True,False
1435,40.4,3.2,83.7,0.0,16.0,1017.0,100.0,2.0,0,22,4,9,False,False,False,False,False,False,False,False,True,False
1436,38.5,9.8,83.3,2.0,12.0,1013.0,87.0,5.0,1,8,5,11,False,False,False,False,False,False,False,False,True,False
1437,40.5,7.6,85.3,2.0,25.0,1017.0,69.0,1.0,0,8,5,8,False,True,False,False,False,False,False,False,False,False
1438,47.1,2.6,84.0,0.0,11.0,1025.0,62.0,5.0,0,7,2,2,True,False,False,False,False,False,False,False,False,False
1439,46.1,89.0,85.7,2.0,21.0,1013.0,60.0,2.0,0,17,4,10,False,True,False,False,False,False,False,False,False,False
1440,44.2,20.9,87.8,2.0,15.0,1020.0,93.0,1.0,0,7,2,9,False,False,False,False,False,False,False,False,True,False
1441,35.2,53.7,78.5,2.0,13.0,1020.0,82.0,6.0,0,18,2,4,False,False,False,True,False,False,False,False,False,False
1442,41.5,57.3,81.3,2.0,28.0,1018.0,57.0,4.0,0,16,2,9,False,False,False,False,False,False,False,False,True,False
1443,42.0,0.0,73.6,2.0,10.0,1019.0,87.0,2.0,0,7,5,4,False,False,True,False,False,False,False,False,False,False
1444,42.8,1.7,86.2,0.0,14.0,1020.0,93.0,0.0,0,5,0,10,False,True,False,False,False,False,False,False,False,False
1445,37.9,2.0,64.8,0.0,13.0,1013.0,82.0,3.0,0,1,1,6,False,False,False,False,False,False,False,False,True,False
1446,37.1,26.5,92.5,2.0,26.0,1016.0,61.0,2.0,0,9,4,8,False,True,False,False,False,False,False,False,False,False
1447,42.3,49.8,84.3,2.0,14.0,1016.0,100.0,10.0,1,15,4,11,False,False,False,False,False,False,False,False,True,False
1448,41.2,21.1,82.5,0.0,15.0,1015.0,93.0,8.0,0,20,4,11,False,False,False,False,False,False,False,True,False,False
1449,38.0,171.2,88.5,2.0,18.0,1009.0,68.0,5.0,0,17,6,4,False,False,False,True,False,False,False,False,False,False
1450,44.4,17.5,89.8,2.0,16.0,1018.0,100.0,1.0,0,7,5,8,False,False,False,False,False,False,False,False,True,False
1451,36.5,0.0,69.3,2.0,14.0,1020.0,87.0,0.0,0,6,6,5,False,False,False,False,False,False,False,False,True,False
1452,46.7,29.5,76.1,0.0,13.0,1003.0,93.0,0.0,0,19,0,11,True,False,False,False,False,False,False,False,False,False
1453,45.9,5.3,80.9,0.0,15.0,1010.0,100.0,8.0,1,4,5,11,False,False,False,False,False,False,False,False,True,False
1454,42.1,33.8,83.4,2.0,15.0,1017.0,100.0,0.0,0,9,0,9,False,False,False,False,False,False,False,False,True,False
1455,38.0,1.4,64.2,0.0,16.0,1015.0,72.0,3.0,0,0,2,5,False,False,False,False,False,False,False,False,True,False
1456,35.3,12.5,92.5,0.0,11.0,1018.0,81.0,2.0,0,20,1,1,False,False,False,False,False,True,False,False,False,False
1457,41.0,25.4,78.3,0.0,9.0,1019.0,93.0,1.0,0,19,1,1,False,False,False,False,False,False,False,False,True,False
1458,45.8,0.0,86.6,2.0,13.0,1024.0,100.0,0.0,0,8,5,11,False,False,False,False,False,False,False,True,False,False
1459,50.5,2.8,73.8,0.0,19.0,1014.0,93.0,1.0,0,3,3,7,False,False,False,False,False,False,False,False,True,False
1460,39.7,0.0,87.1,1.0,20.0,1015.0,88.0,3.0,0,20,0,7,False,False,False,False,False,False,False,False,True,False
1461,42.0,43.3,73.3,2.0,18.0,1015.0,67.0,3.0,0,17,0,5,False,False,False,False,False,False,False,False,True,False
1462,44.5,0.0,85.0,0.0,22.0,1016.0,31.0,3.0,0,4,0,8,False,True,False,False,False,False,False,False,False,False
1463,42.2,17.7,84.7,0.0,19.0,1019.0,100.0,4.0,0,20,4,8,False,False,False,False,False,True,False,False,False,False
1464,37.9,24.3,86.3,0.0,18.0,1007.0,55.0,1.0,0,19,1,10,False,True,False,False,False,False,False,False,False,False
1465,39.2,0.0,71.2,0.0,7.0,1025.0,100.0,3.0,0,2,5,12,True,False,False,False,False,False,False,False,False,False
1466,45.7,0.0,78.1,0.0,15.0,1018.0,93.0,1.0,0,5,2,9,False,False,False,False,False,False,False,False,True,False
1467,34.4,87.5,91.6,2.0,23.0,1018.0,68.0,8.0,0,15,4,10,False,False,False,False,False,False,False,True,False,False
1468,33.1,30.3,93.2,2.0,14.0,1027.0,87.0,4.0,0,17,4,3,False,False,False,False,False,False,True,False,False,False
1469,37.5,0.0,91.9,0.0,17.0,1017.0,100.0,1.0,0,23,1,7,False,False,False,False,False,False,False,False,True,False
1470,34.6,105.0,73.4,2.0,18.0,1023.0,72.0,4.0,0,11,5,5,False,False,False,False,False,False,False,False,True,False
1471,42.8,4.7,77.8,0.0,6.0,1016.0,93.0,2.0,0,7,2,1,False,False,False,False,False,False,False,True,False,False
1472,39.5,28.8,85.1,0.0,7.0,1005.0,91.0,1.0,0,17,0,11,False,True,False,False,False,False,False,False,False,False
1473,34.7,53.5,78.2,2.0,16.0,1014.0,77.0,8.0,0,14,3,5,False,False,False,False,False,True,False,False,False,False
1474,39.6,3.4,87.7,0.0,18.0,1018.0,100.0,2.0,0,1,0,7,False,False,False,False,False,False,False,False,True,False
1475,37.5,10.2,82.8,2.0,33.0,1014.0,30.0,2.0,0,14,5,9,False,True,False,False,False,False,False,False,False,False
1476,47.9,32.1,76.0,2.0,19.0,1013.0,100.0,3.0,0,7,3,7,False,False,False,False,False,False,False,False,True,False
1477,31.9,73.1,77.1,2.0,11.0,1018.0,93.0,2.0,0,16,2,1,False,False,False,False,False,False,False,False,True,False
1478,50.3,5.1,83.6,0.0,16.0,1017.0,93.0,1.0,0,22,2,6,False,False,False,True,False,False,False,False,False,False
1479,40.9,38.2,86.5,2.0,21.0,1012.0,77.0,2.0,0,18,0,9,False,False,False,False,False,False,False,True,False,False
1480,36.5,56.5,83.8,2.0,15.0,1023.0,82.0,3.0,0,9,5,5,False,False,False,True,False,False,False,False,False,False
1481,32.0,23.9,90.1,2.0,6.0,1031.0,65.0,4.0,0,11,0,2,False,True,False,False,False,False,False,False,False,False
1482,45.2,52.6,68.2,2.0,14.0,1008.0,87.0,3.0,0,18,3,6,False,False,False,False,False,False,True,False,False,False
1483,45.3,119.5,77.1,0.0,13.0,1024.0,54.0,2.0,0,19,0,12,False,False,False,False,False,False,False,False,True,False
1484,34.7,26.8,72.9,2.0,29.0,1017.0,19.0,3.0,0,15,0,5,False,False,False,False,False,False,False,False,True,False
1485,39.8,0.0,68.8,0.0,15.0,1013.0,72.0,3.0,0,21,0,6,False,False,False,False,False,False,False,False,True,False
1486,42.4,0.0,86.6,0.0,16.0,1020.0,87.0,1.0,0,4,1,9,False,True,False,False,False,False,False,False,False,False
1487,34.7,21.7,93.1,2.0,14.0,1022.0,58.0,3.0,0,16,2,2,False,True,False,False,False,False,False,False,False,False
1488,50.6,0.0,72.6,0.0,14.0,1021.0,100.0,0.0,0,1,3,9,False,False,False,False,False,False,False,False,True,False
1489,37.6,47.4,78.8,2.0,17.0,1017.0,72.0,6.0,0,15,1,4,False,False,True,False,False,False,False,False,False,False
1490,44.5,90.2,79.1,0.0,13.0,1023.0,87.0,0.0,0,18,1,12,False,False,False,False,False,False,False,True,False,False
